Name,Friendly Name,Device Type,Company Name,Company Friendly Name,Site Name,Site Friendly Name,OS,OS Architecture,OS Language,IP Address,External IP Address,System Domain Role,Device Serial Number,Installed Date,System Model,Processor,Processor Type,Number Of Processors,Number of Cores,RAM (GB),Disk Manufacturer/Model,Disk Interface Type,Disk Volume (GB),Partitions,BIOS Version,BIOS Manufacturer,BIOS Serial No,Bios Product,Base Board Manufacturer,Device Time Zone,Last Check Date
MC-VM-1,MC-VM-1,Server,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows Server 2016 Standard 10.0.14393,64-bit,English (United Kingdom),192.168.252.2,37.209.217.46,Standalone Server,-,10/14/2024 12:09 pm,KVM,"Intel Xeon E312xx (Sandy Bridge, IBRS update)",Central Processor,4,1,8.00,(Standard disk drives) / Red Hat VirtIO SCSI Disk Device,SCSI,100.00,1,1.11.0-2.el7,SeaBIOS,-,BIOS Date: 04/01/2014 Ver: 1.11.0-2.el7,-,(UTC +0000) GMT,10/28/2024 03:34 am
KEV-S510,KEV-S510,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows 10 Pro 22H2,64-bit,English (United Kingdom),194.0.10.128,62.105.82.130,Member Workstation,PC0K4J7K,10/14/2024 12:09 pm,10KY005EUK,Intel(R) Core(TM) i7-6700K CPU @ 4.00GHz,Central Processor,1,4,20.00,(Standard disk drives) / SanDisk SD8TB8U256G1001,IDE,238.47,5,M0UKT24A,LENOVO,PC0K4J7K,BIOS Date: 09/01/2016 Ver: M0UKT24A,LENOVO,(UTC +0100) BST,07/21/2025 04:04 am
fs01,fs01,Server,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows Server 2016 Standard 10.0.14393,64-bit,English (United Kingdom),10.1.1.105,80.79.134.68,Member Server,VMware-42 1b 62 08 4c 5c 30 41-e0 6a 44 04 7e 5d c2 0d,10/14/2024 12:09 pm,VMware Virtual Platform,Intel(R) Xeon(R) Gold 5218R CPU @ 2.10GHz,Central Processor,4,1,32.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,-,250.00,0,6.00,Phoenix Technologies LTD,VMware-42 1b 62 08 4c 5c 30 41-e0 6a 44 04 7e 5d c2 0d,BIOS Date: 05/28/2020 Ver: 6.00,Intel Corporation,(UTC +0100) BST,07/17/2025 03:53 pm
BDR-LT-AA12636,BDR-LT-AA12636,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Business 24H2,64-bit,English (United Kingdom),192.168.1.182,86.166.184.153,Standalone Workstation,JWCWQG3,12/04/2024 09:40 am,Latitude 3520,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,16.00,(Standard disk drives) / NVMe KBG40ZNS256G NVMe KIOXIA 256GB,SCSI,238.47,4,1.38.0,Dell Inc.,JWCWQG3,BIOS Date: 09/06/2024 Ver: 1.38.0,Dell Inc.,(UTC +0100) BST,07/21/2025 08:01 am
unifi01,unifi01,Server,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows Server 2016 Standard 10.0.14393,64-bit,English (United Kingdom),10.1.1.119,80.79.134.68,Member Server,VMware-42 18 26 c9 a0 ab 77 a6-1c 16 01 d1 72 42 0f d1,10/14/2024 12:09 pm,VMware Virtual Platform,Intel(R) Xeon(R) Gold 5218R CPU @ 2.10GHz,Central Processor,6,1,16.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,SCSI,500.00,2,6.00,Phoenix Technologies LTD,VMware-42 18 26 c9 a0 ab 77 a6-1c 16 01 d1 72 42 0f d1,BIOS Date: 11/12/2020 Ver: 6.00,Intel Corporation,(UTC +0100) BST,06/25/2025 05:01 pm
BDR-LT-AA13820,BDR-LT-AA13820,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United States),192.168.56.32,195.224.78.142,Member Workstation,3MX2DL3,10/14/2024 12:09 pm,Latitude 3520,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,8.00,(Standard disk drives) / NVMe PM991a NVMe Samsung 256GB,SCSI,238.47,3,1.41.1,Dell Inc.,3MX2DL3,BIOS Date: 04/30/2025 Ver: 1.41.1,Dell Inc.,(UTC +0100) BST,07/21/2025 04:04 am
DESKTOP-LOHR3M7,DESKTOP-LOHR3M7,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United States),192.168.1.179,195.180.35.240,Standalone Workstation,DX7J943,01/07/2025 11:07 am,Vostro 3591,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz,Central Processor,1,4,8.00,(Standard disk drives) / CL1-3D256-Q11 NVMe SSSTC 256GB,SCSI,238.47,5,1.30.0,Dell Inc.,DX7J943,BIOS Date: 03/07/2024 Ver: 1.30.0,Dell Inc.,(UTC +0100) BST,07/20/2025 07:37 pm
COMECLTNEW-005,COMECLTNEW-005,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows 10 Pro 22H2,64-bit,English (United States),192.168.0.15,90.222.61.215,Member Workstation,BMDKNH2,01/08/2025 04:22 pm,Latitude 5480,Intel(R) Core(TM) i5-6300U CPU @ 2.40GHz,Central Processor,1,2,8.00,(Standard disk drives) / SK hynix SC308 SATA 256GB,SCSI,238.47,3,1.39.0,Dell Inc.,BMDKNH2,BIOS Date: 11/06/2024 Ver: 1.39.0,Dell Inc.,(UTC +0100) BST,07/18/2025 05:11 pm
BDR-CPT-L003,BDR-CPT-L003,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United States),10.82.29.82,41.132.67.243,Standalone Workstation,2Q5G1Z3,01/08/2025 03:22 pm,Vostro 14 3430,13th Gen Intel(R) Core(TM) i5-1335U,Central Processor,1,10,16.00,(Standard disk drives) / NVMe BC901 NVMe SK hynix 512GB,SCSI,476.94,5,1.20.0,Dell Inc.,2Q5G1Z3,BIOS Date: 03/26/2025 Ver: 1.20.0,Dell Inc.,(UTC +0200) SAST,07/21/2025 08:12 am
BDR-LT-AA15726,BDR-LT-AA15726,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United Kingdom),192.168.51.87,195.224.83.226,Standalone Workstation,C0DTT93,03/26/2025 11:17 am,Latitude 3520,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,8.00,(Standard disk drives) / NVMe BC711 NVMe SK hynix 256GB,SCSI,238.47,4,1.38.0,Dell Inc.,C0DTT93,BIOS Date: 09/06/2024 Ver: 1.38.0,Dell Inc.,(UTC +0100) BST,07/17/2025 09:18 am
Support2,Support2,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows 7 Professional 6.1.7601,32-bit,English (United Kingdom),192.168.51.76,195.224.83.226,Member Workstation,CZC9502GSV,01/31/2025 12:16 pm,HP Compaq 6000 Pro MT PC,Intel(R) Core(TM)2 Duo CPU     E8500  @ 3.16GHz,Central Processor,1,2,12.04,(Standard disk drives) / Generic- SD/MMC USB Device,USB,0.00,0,786G2 v01.09,Hewlett-Packard,CZC9502GSV,BIOS Date: 08/25/2009 Ver: 786G2 v01.09,Hewlett-Packard,(UTC +0100) BST,07/20/2025 07:06 pm
PhilM,Change,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 23H2,64-bit,English (United States),192.168.56.67,195.224.78.142,Standalone Workstation,40TKTL3,10/14/2024 12:09 pm,Latitude 3520,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,16.00,(Standard disk drives) / NVMe CL4-3D256-Q11 NVMe SSSTC 256GB,SCSI,238.47,4,1.38.0,Dell Inc.,40TKTL3,BIOS Date: 09/06/2024 Ver: 1.38.0,Dell Inc.,(UTC +0100) BST,07/21/2025 09:14 am
BDR-LT-13316,BDR-LT-13316,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United Kingdom),192.168.51.114,195.224.83.226,Member Workstation,87V4FS3,10/14/2024 12:09 pm,Latitude 3420,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,16.00,(Standard disk drives) / PC SN740 NVMe WD 256GB,SCSI,238.47,3,1.38.0,Dell Inc.,87V4FS3,BIOS Date: 09/06/2024 Ver: 1.38.0,Dell Inc.,(UTC +0100) BST,07/21/2025 02:56 am
DESKTOP-431K12N,DESKTOP-431K12N,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Enterprise 24H2,64-bit,English (United States),192.168.0.129,195.224.83.226,Standalone Workstation,FPJP1B3,02/10/2025 11:53 am,Latitude 3420,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,16.00,(Standard disk drives) / PM991a NVMe Samsung 256GB,SCSI,238.47,3,1.38.0,Dell Inc.,FPJP1B3,BIOS Date: 09/06/2024 Ver: 1.38.0,Dell Inc.,(UTC +0100) BST,07/21/2025 09:05 am
AA14223,AA14223,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Enterprise 24H2,64-bit,English (United Kingdom),"192.168.0.157, 172.16.8.251",82.28.187.171,Standalone Workstation,DT79JS3,12/01/2024 06:33 pm,Latitude 3440,13th Gen Intel(R) Core(TM) i5-1335U,Central Processor,1,10,32.00,(Standard disk drives) / WDC WDS500G2B0C-00PXH0,SCSI,465.76,3,1.22.0,Dell Inc.,DT79JS3,BIOS Date: 03/25/2025 Ver: 1.22.0,Dell Inc.,(UTC +0100) BST,07/21/2025 04:06 am
MF-Macbook-Pro.local,MF-Macbook-Pro.local,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,macOS 15.3.1,arm64,en_US,"192.168.1.7, 172.24.1.241",212.132.255.244,Standalone Workstation,H6204JQFF9,01/09/2025 04:58 pm,"Mac14,5",Apple M2 Max,-,0,12,32.00,-,Apple Fabric,931.84,3,-,-,-,-,Apple Inc.,(UTC +0000) GMT,03/07/2025 08:19 pm
BDR-LT-AA15821,BDR-LT-AA15821,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Enterprise 24H2,64-bit,English (United Kingdom),192.168.1.179,86.150.236.101,Standalone Workstation,BK33HMV24163GT,01/14/2025 03:05 pm,Surface Laptop 6 for Business,Intel(R) Core(TM) Ultra 5 135H,Central Processor,1,14,16.00,(Standard disk drives) / MZ9L4512HBLU-00BMV-SAMSUNG,SCSI,476.94,3,19.104.143,Microsoft Corporation,BK33HMV24163GT,BIOS Date: 10/19/2024 Ver: 19.104.143,Microsoft Corporation,(UTC +0100) BST,07/21/2025 08:40 am
BDR-LT-15349,CHH1LW2,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United Kingdom),192.168.0.22,90.192.61.104,Member Workstation,CHH1LW2,10/14/2024 12:52 pm,Latitude 3400,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,Central Processor,1,4,8.00,(Standard disk drives) / NVMe PC SN520 NVMe WD,SCSI,238.47,3,1.36.0,Dell Inc.,CHH1LW2,BIOS Date: 12/18/2024 Ver: 1.36.0,Dell Inc.,(UTC +0100) BST,07/18/2025 11:56 pm
2019-dc3,2019-dc3,Server,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows Server 2019 Standard 10.0.17763,64-bit,English (United Kingdom),194.0.10.16,62.232.211.2,Primary Domain Controller,VMware-56 4d 16 87 d2 e4 a3 1b-59 76 f9 f8 d9 77 03 3a,10/14/2024 12:09 pm,VMware Virtual Platform,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,Central Processor,2,1,16.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,SCSI,200.00,1,6.00,Phoenix Technologies LTD,VMware-56 4d 16 87 d2 e4 a3 1b-59 76 f9 f8 d9 77 03 3a,BIOS Date: 12/12/2018 Ver: 6.00,Intel Corporation,(UTC +0000) GMT,07/20/2025 07:05 pm
BDR-LT-AA12639,BDR-LT-AA12639,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Business 24H2,64-bit,English (United States),192.168.51.130,195.224.83.226,Standalone Workstation,FHR0RG3,12/03/2024 10:15 am,Latitude 3520,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,16.00,(Standard disk drives) / NVMe BC711 NVMe SK hynix 256GB,SCSI,238.47,4,1.37.0,Dell Inc.,FHR0RG3,BIOS Date: 07/08/2024 Ver: 1.37.0,Dell Inc.,(UTC +0100) BST,07/21/2025 08:56 am
BDR-DT-1296,BDR-DT-1296,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Enterprise 24H2,64-bit,English (United Kingdom),192.168.51.97,195.224.83.226,Standalone Workstation,7MZQ9W2,01/06/2025 04:19 pm,OptiPlex 3060,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,Central Processor,1,6,8.00,(Standard disk drives) / Samsung SSD 860 EVO M.2 250GB,SCSI,232.89,3,1.32.0,Dell Inc.,7MZQ9W2,BIOS Date: 09/03/2024 Ver: 1.32.0,Dell Inc.,(UTC +0100) BST,07/21/2025 08:04 am
BDR-LT-13281,BDR-LT-13281,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United Kingdom),192.168.51.117,195.224.83.226,Member Workstation,0F00PCT231300C,01/09/2025 09:17 am,Surface Laptop Studio,11th Gen Intel(R) Core(TM) i5-11300H @ 3.10GHz,Central Processor,1,4,16.00,(Standard disk drives) / KBG40ZNS256G BG4A KIOXIA,SCSI,238.47,3,30.102.143,Microsoft Corporation,0F00PCT231300C,BIOS Date: 10/16/2024 Ver: 30.102.143,Microsoft Corporation,(UTC +0100) BST,07/21/2025 09:16 am
DESKTOP-7OHM06C,DESKTOP-7OHM06C,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 23H2,64-bit,English (United States),192.168.51.95,195.224.83.226,Member Workstation,22SPN53,01/08/2025 02:55 pm,XPS 15 9500,Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz,Central Processor,1,4,8.00,(Standard disk drives) / NVMe Micron 2200S NVMe 512GB,SCSI,476.94,4,1.22.0,Dell Inc.,22SPN53,BIOS Date: 03/16/2023 Ver: 1.22.0,Dell Inc.,(UTC +0000) GMT,02/05/2025 09:10 am
BDR-LT-11446,BDR-LT-11446,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United Kingdom),"172.20.64.1, 192.168.0.49",195.224.83.226,Member Workstation,8V7GFG3,10/14/2024 12:09 pm,Latitude 3520,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,16.00,(Standard disk drives) / BC711 NVMe SK hynix 256GB,SCSI,238.47,4,1.38.0,Dell Inc.,8V7GFG3,BIOS Date: 09/06/2024 Ver: 1.38.0,Dell Inc.,(UTC +0100) BST,07/19/2025 11:06 am
Support2,Support2,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows 7 Professional 6.1.7601,32-bit,English (United Kingdom),192.168.51.76,195.224.83.226,Member Workstation,CZC9502GSV,01/31/2025 12:16 pm,HP Compaq 6000 Pro MT PC,Intel(R) Core(TM)2 Duo CPU     E8500  @ 3.16GHz,Central Processor,1,2,12.04,(Standard disk drives) / Generic- SM/xD-Picture USB Device,USB,0.00,0,786G2 v01.09,Hewlett-Packard,CZC9502GSV,BIOS Date: 08/25/2009 Ver: 786G2 v01.09,Hewlett-Packard,(UTC +0100) BST,07/20/2025 07:06 pm
BDR-LT-0619,BDR-LT-0619,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows 10 Pro 10.0.18363,64-bit,English (United States),192.168.0.89,195.224.152.242,Member Workstation,1MJ5KW2,01/09/2025 01:20 pm,Latitude 3400,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,Central Processor,1,4,8.00,(Standard disk drives) / KBG40ZNS256G NVMe KIOXIA 256GB,SCSI,238.47,3,1.9.2,Dell Inc.,1MJ5KW2,BIOS Date: 11/21/2019 Ver: 1.9.2,Dell Inc.,(UTC +0100) BST,05/23/2025 03:12 pm
BDR-CTX-FS01,BDR-CTX-FS01,Server,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows Server 2019 Standard 10.0.17763,64-bit,English (United Kingdom),10.1.1.126,80.79.134.68,Member Server,VMware-42 18 5e 19 bd ca 38 dd-ae 50 ae 80 e3 76 aa 4a,10/14/2024 12:09 pm,"VMware7,1",Intel(R) Xeon(R) Gold 5218R CPU @ 2.10GHz,Central Processor,3,2,24.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,SCSI,1024.00,1,VMW71.00V.16460286.B64.2006250725,"VMware, Inc.",VMware-42 18 5e 19 bd ca 38 dd-ae 50 ae 80 e3 76 aa 4a,BIOS Date: 06/25/2020 Ver: VMW71.00V.16460286.B64.2006250725,Intel Corporation,(UTC +0100) BST,07/21/2025 12:46 am
LW10-Tony,LW10-Tony,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United Kingdom),192.168.113.3,78.141.47.218,Member Workstation,5CD0506T6S,10/14/2024 12:09 pm,HP ProBook 450 G7,Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz,Central Processor,1,4,8.00,(Standard disk drives) / WDC PC SN530 SDBPNPZ-256G-1006,SCSI,238.47,3,S71 Ver. 01.25.00,HP,5CD0506T6S,BIOS Date: 04/15/2025 Ver: S71 Ver. 01.25.00,HP,(UTC +0100) BST,07/21/2025 09:10 am
LAPTOP-JQCOS4JQ,BDT-LT-AA13220,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 22H2,64-bit,English (United Kingdom),"192.168.51.180, 10.10.10.81",195.224.83.226,Standalone Workstation,5CG2171GCL,12/13/2024 02:57 pm,HP 470 G8 Notebook PC,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,16.00,(Standard disk drives) / SanDisk Cruzer Blade USB Device,USB,57.30,1,F.31,AMI,5CG2171GCL,BIOS Date: 10/09/2024 Ver: F.31,HP,(UTC +0000) GMT,12/13/2024 03:08 pm
SUPPORT03LTMM,SUPPORT03LTMM,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 21H2,64-bit,English (United States),192.168.68.105,81.110.96.110,Member Workstation,52HD0Z2,01/08/2025 10:32 am,Latitude 5400,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz,Central Processor,1,4,8.00,(Standard disk drives) / CL1-3D256-Q11 NVMe LITEON 256GB,SCSI,238.47,4,1.38.0,Dell Inc.,52HD0Z2,BIOS Date: 03/06/2025 Ver: 1.38.0,Dell Inc.,(UTC +0100) BST,07/21/2025 04:07 am
backup01,backup01,Server,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows Server 2019 Standard 10.0.17763,64-bit,English (United Kingdom),"169.254.0.2, 10.2.1.140, 10.1.10.140",80.79.134.68,Member Server,BDXX503,10/14/2024 12:09 pm,PowerEdge R740xd,Intel(R) Xeon(R) Silver 4210 CPU @ 2.20GHz,Central Processor,1,10,64.00,(Standard disk drives) / DELLBOSS VD,IDE,223.51,3,2.3.10,Dell Inc.,BDXX503,BIOS Date: 08/15/2019 Ver: 2.3.10,Dell Inc.,(UTC +0100) BST,07/21/2025 07:26 am
BDR-LT-0618,BDR-LT-0618,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows 10 Pro 22H2,64-bit,English (United States),192.168.0.46,195.224.83.226,Member Workstation,GGJ5KW2,10/14/2024 12:09 pm,Latitude 3400,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,Central Processor,1,4,8.00,(Standard disk drives) / KBG40ZNS256G NVMe KIOXIA 256GB,SCSI,238.47,3,1.36.0,Dell Inc.,GGJ5KW2,BIOS Date: 12/18/2024 Ver: 1.36.0,Dell Inc.,(UTC +0100) BST,07/21/2025 08:48 am
BDR-LT-2259,BDR-LT-2259,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows 10 Pro 22H2,64-bit,English (United States),192.168.4.169,81.96.64.162,Member Workstation,BT71P93,10/14/2024 12:09 pm,Latitude 3420,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,8.00,(Standard disk drives) / NVMe KBG40ZNS256G NVMe KIOXIA 256GB,SCSI,238.47,4,1.38.0,Dell Inc.,BT71P93,BIOS Date: 09/06/2024 Ver: 1.38.0,Dell Inc.,(UTC +0100) BST,07/21/2025 08:19 am
BDR-LT-13021,BDR-LT-13021,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United Kingdom),10.80.114.219,195.224.83.226,Member Workstation,HKTMML3,10/14/2024 12:09 pm,Latitude 3520,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,8.00,(Standard disk drives) / KBG40ZNS256G NVMe KIOXIA 256GB,SCSI,238.47,4,1.38.0,Dell Inc.,HKTMML3,BIOS Date: 09/06/2024 Ver: 1.38.0,Dell Inc.,(UTC +0100) BST,07/21/2025 08:31 am
BDR-CTX-RDS11,BDR-CTX-RDS11,Server,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows Server 2019 Standard 10.0.17763,64-bit,English (United Kingdom),10.1.1.123,80.79.134.68,Member Server,VMware-42 18 6b e2 44 b7 d7 ca-c5 71 cc 36 23 16 12 2e,10/14/2024 12:09 pm,"VMware7,1",Intel(R) Xeon(R) Gold 5218R CPU @ 2.10GHz,Central Processor,4,2,48.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,SCSI,120.00,3,VMW71.00V.16460286.B64.2006250725,"VMware, Inc.",VMware-42 18 6b e2 44 b7 d7 ca-c5 71 cc 36 23 16 12 2e,BIOS Date: 06/25/2020 Ver: VMW71.00V.16460286.B64.2006250725,Intel Corporation,(UTC +0100) BST,07/20/2025 05:26 pm
BDR-CTX-FS01,BDR-CTX-FS01,Server,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows Server 2019 Standard 10.0.17763,64-bit,English (United Kingdom),10.1.1.126,80.79.134.68,Member Server,VMware-42 18 5e 19 bd ca 38 dd-ae 50 ae 80 e3 76 aa 4a,10/14/2024 12:09 pm,"VMware7,1",Intel(R) Xeon(R) Gold 5218R CPU @ 2.10GHz,Central Processor,3,2,24.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,SCSI,100.00,3,VMW71.00V.16460286.B64.2006250725,"VMware, Inc.",VMware-42 18 5e 19 bd ca 38 dd-ae 50 ae 80 e3 76 aa 4a,BIOS Date: 06/25/2020 Ver: VMW71.00V.16460286.B64.2006250725,Intel Corporation,(UTC +0100) BST,07/21/2025 12:46 am
AA14004,AA14004,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United States),192.168.56.68,195.224.78.142,Member Workstation,4TXKWL3,10/14/2024 12:10 pm,Latitude 3420,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,16.00,(Standard disk drives) / NVMe PM991a NVMe Samsung 256GB,SCSI,238.47,4,1.41.1,Dell Inc.,4TXKWL3,BIOS Date: 04/30/2025 Ver: 1.41.1,Dell Inc.,(UTC +0100) BST,07/17/2025 01:42 pm
BDR-DT-0792,BDR-DT-0792,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows 10 Pro 22H2,64-bit,English (United Kingdom),192.168.51.177,195.224.83.226,Member Workstation,1WD8933,10/14/2024 12:09 pm,OptiPlex 3070,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,Central Processor,1,6,8.00,(Standard disk drives) / BC511 NVMe SK hynix 256GB,SCSI,238.47,3,1.33.0,Dell Inc.,1WD8933,BIOS Date: 03/26/2025 Ver: 1.33.0,Dell Inc.,(UTC +0100) BST,07/21/2025 04:05 am
BDR-LT-13063,BDR-LT-13063,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 23H2,64-bit,English (United Kingdom),"10.5.0.2, 192.168.1.160",89.240.89.5,Member Workstation,74HMML3,01/13/2025 02:08 pm,Latitude 3520,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,16.00,(Standard disk drives) / PM991a NVMe Samsung 256GB,SCSI,238.47,4,1.37.0,Dell Inc.,74HMML3,BIOS Date: 07/08/2024 Ver: 1.37.0,Dell Inc.,(UTC +0000) GMT,01/15/2025 04:13 pm
DESKTOP-HKDELQC,DESKTOP-HKDELQC,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 21H2,64-bit,English (United Kingdom),192.168.1.230,86.150.236.101,Member Workstation,048799584153,03/13/2025 07:32 am,Surface Pro 6,Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz,Central Processor,1,4,8.00,(Standard disk drives) / Skhynix BC501 NVMe 256GB,SCSI,238.47,3,239.779.768,Microsoft Corporation,048799584153,BIOS Date: 08/11/2015 Ver: 239.779.768,Microsoft Corporation,(UTC +0100) BST,07/16/2025 11:43 am
BDR-LT-AA12635,BDR-LT-AA12635,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Enterprise 24H2,64-bit,English (United States),192.168.51.140,195.224.83.226,Standalone Workstation,6DDWQG3,12/04/2024 10:18 am,Latitude 3520,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,16.00,(Standard disk drives) / NVMe KBG40ZNS256G NVMe KIOXIA 256GB,SCSI,238.47,4,1.38.0,Dell Inc.,6DDWQG3,BIOS Date: 09/06/2024 Ver: 1.38.0,Dell Inc.,(UTC +0100) BST,07/21/2025 09:15 am
BDR-LT-AA15397,Luke-BDRLaptop,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United States),192.168.0.106,102.164.83.33,Standalone Workstation,535NFX3,01/08/2025 04:33 pm,Vostro 16 5630,13th Gen Intel(R) Core(TM) i5-1340P,Central Processor,1,12,8.00,(Standard disk drives) / NVMe OM3PGP4-AD NVMe KDI 256GB,SCSI,238.47,5,1.18.0,Dell Inc.,535NFX3,BIOS Date: 09/05/2024 Ver: 1.18.0,Dell Inc.,(UTC +0200) SAST,07/21/2025 06:57 am
